,seller_id,instances,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng
434,891071be6ba827b591264c90c2ae8a63,98,3872,sao paulo,SP,-23.5123069977783,-46.50033379961334
446,9674754b5a0cb32b638cec001178f799,97,4438,sao paulo,SP,-23.671077370246408,-46.66461667262971
445,3db66a856d18a9cba7c9241fc5221c50,97,35430,ponte nova,MG,-20.376966318410545,-42.87565361235258
444,08633c14ef2db992c11f840f04fad4cd,97,9416,ribeirao pires,SP,-23.73388795893331,-46.43852638498997
448,ff063b022a9a0aab91bad2c9088760b7,96,9171,santo andre,SP,-23.629217427948525,-46.50507070471818
449,2ff97219cb8622eaf3cd89b7d9c09824,96,13320,salto,SP,-23.195848075768957,-47.28768960629584
452,8bb48dc19fccaa8613b6229bf7f452a2,95,19803,assis,SP,-22.670697038576964,-50.432764280454776
453,dee656f0f566ed1aa85bd137c943f08f,95,12701,cruzeiro,SP,-22.5711540313636,-44.95692218650817
454,b561927807645834b59ef0d16ba55a24,95,2955,sao paulo,SP,-23.467079430751923,-46.71888665667379
455,06e5eefc71ec47ae763c5c6f8db7064f,95,91350,porto alegre,RS,-30.010848621703506,-51.15329862753188
456,440dd6ab244315c632130ecfb63827b1,95,15502,votuporanga,SP,-20.40454999034452,-49.96754433804805
458,5d0363b33554b373851fc1622e4d5f3c,95,12952,atibaia,SP,-23.047477671213503,-46.539830386938746
459,7e3f87d16fb353f408d467e74fbd8014,94,4809,sao paulo,SP,-23.7122619914661,-46.69183617213152
461,04308b1ee57b6625f47df1d56f00eedf,94,88215,bombinhas,SC,-27.135301023313524,-48.48172027447082
462,725c32fa80c2faacc4fc88450d27314e,93,3320,sao paulo,SP,-23.5437549775232,-46.55336096142303
465,aba1721a889e04decc910aa13b768ef4,92,5729,sao paulo,SP,-23.579315914803622,-46.520884415867584
467,527801b552d0077ffd170872eb49683b,92,17400,garca,SP,-22.1960277393134,-49.6209926620507
464,f3b80352b986ab4d1057a4b724be19d0,92,71200,brasilia,DF,-15.78990290696793,-47.85221850764605
463,adbc26658d6c7b4b6219f9d934598091,92,81770,curitiba,PR,-25.46325045371681,-49.227768
466,e8b3a3a38279a82f0e5d006d5e5b7d2c,92,87230,jussara,PR,-23.615929027148347,-52.46578937273949
473,48162d548f5b1b11b9d29d1e01f75a61,91,13403,piracicaba,SP,-22.689766185383007,-47.65642319859764
471,f46490624488d3ff7ce78613913a7711,91,7194,guarulhos,SP,-23.440862598389984,-46.50150594240867
472,7d456afc660226829370f3173d14520c,91,8820,mogi das cruzes,SP,-23.50195174581092,-46.12304795864738
477,0432ead42b6c8a0bdf68154add917fdf,90,9320,maua,SP,-23.649704236453456,-46.433459829851785
476,bd23da7354813347129d751591d1a6e2,90,3971,sao paulo,SP,-23.533721612268447,-46.47816312239599
475,bd0389da23d89b726abf911cccc54596,90,71691,brasilia,DF,-15.79167603240559,-47.76161537271433
483,4e7c18b98d84e05cbae3ff0ff03846c2,89,14882,jaboticabal,SP,-21.23749329068079,-48.309646701550186
482,6b243f80ed07b10f0e8aa0f21a205f3c,89,81825,curitiba,PR,-25.522452041635383,-49.26755830118468
479,0df3984f9dfb3d49ac6366acbd3bbb85,89,32604,betim,MG,-19.93532715959758,-44.12074932458683
356,972d0f9cf61b499a4812cf0bfa3ad3c4,88,88359,brusque,SC,-27.12672845752367,-48.93217189488893
486,900ba814c251a692506d7834c1218441,88,13328,salto,SP,-23.117461332794623,-47.328649797768485
484,ebd2d60905fb58271facef5596b620d3,88,18683,lencois paulista,SP,-22.59284374522339,-48.78353966220438
230,670c26e0f1bf8d0576271d5cfaec6d2b,87,87025,maringa,PR,-23.368720587297155,-51.91717930762838
487,30a2f535bb48308f991d0b9ad4a8c4bb,87,13457,santa barbara d'oeste,SP,-22.75863653081644,-47.36163578658488
225,712e6ed8aa4aa1fa65dab41fed5737e4,87,89560,videira,SC,-26.979588221276423,-51.067652213310765
488,ba143b05f0110f0dc71ad71b4466ce92,86,2274,sao paulo,SP,-23.461495501293417,-46.58297780112096
489,dfa0c4c6229ab200a4a1336b4d7128ff,86,88085,florianopolis,SC,-27.596851430042484,-48.57555872889177
490,54965bbe3e4f07ae045b90b0b8541f52,86,85851,foz do iguacu,PR,-25.50787229004766,-54.54559809843217
492,f0b47fbbc6dee9aafe415a6e33051b3f,86,9360,maua,SP,-23.64268583819032,-46.44090696719623
65,a7f13822ceb966b076af67121f87b063,86,8577,itaquaquecetuba,SP,-23.479473101948884,-46.35785125828629
494,bbad7e518d7af88a0897397ffdca1979,85,1512,sao paulo,SP,-23.55290769525076,-46.62797979378495
495,1336efc61c316ddf92c899eb817f7cae,85,19800,assis,SP,-22.6519466290347,-50.39305142922272
496,c8b0e2b0a7095e5d8219575d5e7e1181,85,8598,itaquaquecetuba,SP,-23.428561353600205,-46.30617263807401
497,1bb2bdb95f4841f1bba2c0d2cd83d3c9,85,1257,sao paulo,SP,-23.539839192336565,-46.68438057799065
398,ce7d1888639e6fb06b2749cbfdac1ff7,84,37443,baependi,MG,-21.951234000000003,-44.82340999999997
509,6fd52c528dcb38be2eea044946b811f8,84,8180,sao paulo,SP,-23.416072637803666,-46.403908480985656
511,516e7738bd8f735ac19a010ee5450d8d,84,22230,rio de janeiro,RJ,-22.932669999999973,-43.174665869553934
18,d673a59aac7a70d8b01e6902bf090a11,84,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
508,f3da5b2ff499efb8d4a6d371d175d7dd,84,2407,sao paulo,SP,-23.480818658895487,-46.623546544549576
505,744dac408745240a2c2528fb1b6028f3,84,83408,colombo,PR,-25.32378660283111,-49.16004450054445
502,eeb6de78f79159600292e314a77cbd18,84,88501,lages,SC,-27.81213239183125,-50.32191038400368
504,e59aa562b9f8076dd550fcddf0e73491,84,82810,curitiba,PR,-25.43080237996993,-49.20289164405666
498,6860153b69cc696d5dcfe1cdaaafcf62,84,13360,capivari,SP,-22.978623537776976,-47.39745745115124
513,080199a181c46c657dc5aa235411be3b,83,6097,osasco,SP,-23.52575436969815,-46.77680754732808
512,8f119a0aee85c0c8fc534629734e94fd,83,6440,barueri,SP,-23.507624079223437,-46.846208081456936
514,cac4c8e7b1ca6252d8f20b2fc1a2e4af,83,13347,indaiatuba,SP,-23.11991479166824,-47.21505851096427
517,2a261b5b644fa05f4f2700eb93544f2c,82,13660,porto ferreira,SP,-21.830637020768787,-47.44864108192776
527,8cbac7e12637ed9cffa18c7875207478,82,89254,jaragua do sul,SC,-26.448030230365276,-49.09964748958398
528,9de4643a8dbde634fe55621059d92273,81,89225,joinville,SC,-26.23092752964453,-48.79513871067071
529,d05ae8f7a5bd1d2a690a44cd079e4e27,81,22775,rio de janeiro,RJ,-22.93758919900166,-43.35654532594193
518,23613d49c3ac2bd302259e55c06c050c,80,13660,porto ferreira,SP,-21.830637020768787,-47.44864108192776
543,b6d44737c043328708f6749c2dbe50bd,80,9230,santo andre,SP,-23.614581796216587,-46.501181983213904
542,82e0a475a88cc9595229d8029273f045,80,3417,sao paulo,SP,-23.539685940879476,-46.54635608021235
532,709e16e2b25c7474d980076c6bfc4806,80,16200,birigui,SP,-21.28120871484646,-50.3146022360728
541,a17f621c590ea0fab3d5d883e1630ec6,80,18055,sorocaba,SP,-23.479235245628715,-47.48108983769397
547,1f9ab4708f3056ede07124aad39a2554,79,17602,tupa,SP,-21.921120561087744,-50.48425034798161
548,9d5a9018aee56acb367ba9c3f05d1d6a,79,74930,aparecida de goiania,GO,-16.7539545,-49.32461999999995
555,5058e8c1e82653974541e83690655b4a,78,8583,itaquaquecetuba,SP,-23.43540168416621,-46.29840817876241
557,4a3ccda38b2129705f3fb522db62ca31,78,17504,marilia,SP,-22.19551187560239,-49.9517848709389
556,0b35c634521043bf4b47e21547b99ab5,78,84530,teixeira soares,PR,-25.354928999999945,-50.42445199999996
558,f7720c4fa8e3aba4546301ab80ea1f1b,78,81350,curitiba,PR,-25.489894384879047,-49.279130689935016
554,9e6229250fedbe05838fef417b74e7fb,78,16800,mirandopolis,SP,-20.935728,-51.08544309087773
552,9646c3513289980f17226a2fc4720dbd,78,12215,sao jose dos campos,SP,-23.177924622540225,-45.836610445264526
549,5f1dc28029d2c244352a68107ec2b542,78,5126,sao paulo,SP,-23.49722006356393,-46.73956174756196
550,34056b8b55c1775a22af2331670a799c,78,16304,penapolis,SP,-21.42893484218777,-50.06791336643934
563,d921b68bf747894be13a97ae52b0f386,77,35570,formiga,MG,-20.4342119386987,-45.41134920992144
562,7681ef142fd2c19048da7430856b5588,77,7074,guarulhos,SP,-23.423989798776635,-46.42387504884874
567,94144541854e298c2d976cb893b81343,76,94451,viamao,RS,-30.06087844701988,-50.832839089335735
568,fd386aa7bed2af3c7035c65506c9b4a3,76,4208,sao paulo,SP,-23.579018398606337,-46.60040172305216
571,966cb4760537b1404caedd472cc610a5,75,9920,diadema,SP,-23.672424949218005,-46.61485639561283
573,6039e27294dc75811c0d8a39069f52c0,75,6162,osasco,SP,-23.54855849999999,-46.80322093144441
336,1eade46fba20122dc4aefb379f8c636b,75,2066,sao paulo,SP,-23.50475193228113,-46.601551508742574
579,4e17c65a516f69d023a2ae78b84f28d6,74,8673,suzano,SP,-23.53139648893284,-46.31249885364108
19,f7ccf836d21b2fb1de37564105216cc1,74,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
576,066a6914e1ebf3ea95a216c73a986b91,74,85863,foz do iguacu,PR,-25.50578030211492,-54.54573447745025
578,5f2684dab12e59f83bef73ae57724e45,74,5125,sao paulo,SP,-23.49683106217895,-46.73472386955393
577,e333046ce6517bd8bb510291d44f0130,74,18950,ipaussu,SP,-23.047323789404185,-49.61797038960028
574,4992e76a42cb3aad7a7047e0d3d7e729,74,3334,sao paulo,SP,-23.552817024150237,-46.57018211365344
587,520b493b57809f446cb0a233bb3e25c7,73,11075,santos,SP,-23.94286827451081,-46.323597012349246
593,fcb5ace8bcc92f75707dc0f01a27d269,73,7032,guarulhos,SP,-23.5017511456886,-46.54869177407812
589,91f848e9f4be368f4318775aac733370,73,3029,sao paulo,SP,-23.526998706907516,-46.61558099999999
582,81a1104df0f08b59c68aa5b03cfe398e,73,83020,sao jose dos pinhais,PR,-25.5478241679685,-49.177946346932885
586,0c7533c71df861ec58ad7ff999ed0e8d,73,13270,valinhos,SP,-22.968352764302868,-46.99432725827929
584,d566c37fa119d5e66c4e9052e83ee4ea,73,4131,sao paulo,SP,-23.60315051457096,-46.616682578538914
580,116ccb1a1604bc88e4d234a8c23f33de,73,9850,sao bernardo do campo,SP,-23.65942861383364,-46.540207505039575
594,06579cb253ecd5a3a12a9e6eb6bf8f47,72,4007,sao paulo - sp,SP,-23.57255304968547,-46.65004071189917
595,75d34ebb1bd0bd7dde40dd507b8169c3,72,41820,salvador,BA,-12.87711695110182,-38.3892809201471
597,7a241947449cc45dbfda4f9d0798d9d0,72,37590,jacutinga,MG,-22.214439999999968,-46.532779999999946
599,6fc26fe110feebd80a433e1f012a84f9,72,15601,fernandopolis,SP,-20.28151146953518,-50.24660859536552
603,751bdc4d83a466c7206cd42e8f426b03,71,9405,ribeirao pires,SP,-23.684887671688493,-46.39709888237396
20,951e8cef368f09bb3f3d03c00ca4702c,71,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
602,e62b2d6ac10570a035a30bafcf01d263,71,5767,sao paulo,SP,-23.62565969302906,-46.75856723657782
601,582d4f8675b945722eda7c0cb61ba4c7,71,11250,bertioga,SP,-23.710935679126543,-45.84863400934687
606,b92e3c8f9738272ff7c59e111e108d7c,70,36502,uba,MG,-21.119927640459856,-42.90956919215764
607,d50d79cb34e38265a8649c383dcffd48,70,8290,sao paulo,SP,-23.537916056169475,-46.446120464681805
604,99eaacc9e6046db1c82b163c5f84869f,70,14400,franca,SP,-20.52855579669566,-47.391852005844285
623,76d64c4aca3a7baf218bf93ef7fa768d,69,80215,curitiba,PR,-25.440894568399138,-49.24732697523892
612,d13e50eaa47b4cbe9eb81465865d8cfc,69,9210,santo andre,SP,-23.62391391342853,-46.503826680130445
609,a420f60ff1aa9acc80d0e42959f2b313,69,5138,sao paulo,SP,-23.48184783319866,-46.729630209965926
621,b372ee768ed69e46ca8cdbd267aa7a38,69,15013,sao jose do rio preto,SP,-20.787759149928128,-46.88150703012055
614,cb8bcce248bb1fb274ba762d8b971456,69,37540,santa rita do sapucai,MG,-22.219183915627728,-45.69164481355569
626,beadbee30901a7f61d031b6b686095ad,68,7097,guarulhos,SP,-23.441965135986,-46.5369307133114
627,643214e62b870443ccbe55ab29a4dccf,68,2134,sao paulo,SP,-23.495878477927224,-46.57498071135092
628,50c9975695009e5e6473912e83a6d1da,68,35530,claudio,MG,-20.36409433606234,-44.6821653773091
640,4c18691b6037662be2df78a765d98ab5,67,3167,sao paulo,SP,-23.55364307520301,-46.5895291434878
638,01cf7e3d21494c41fb86034f2e714fa1,67,85603,francisco beltrao,PR,-26.003670174999968,-53.02750148714545
122,95f83f51203c626648c875dd41874c7f,67,37564,borda da mata,MG,-22.183679336231457,-46.0597387675012
635,aced59e9b31ef866a94f9e7f29d8d418,67,3306,sao paulo,SP,-23.54205107412417,-46.57434866833054
634,1838dd9b8977065acf51d95e0053ea7a,67,30882,belo horizonte,MG,-19.875011596547797,-44.0056774789514
637,99a54764c341d5dc80b4a8fac4eba3fb,67,3273,sao paulo,SP,-23.57439678212821,-46.55339786288881
641,056b4ada5bbc2c50cc7842547dda6b51,66,26379,queimados,RJ,-22.73074510878233,-43.55798759261546
652,6d803cb79cc31c41c4c789a75933b3c7,66,14600,sao joaquim da barra,SP,-20.556560999999945,-47.84836807730037
642,834f3294fba9f932f56edc879193f925,66,14808,araraquara,SP,-21.764130220427287,-48.11514482861103
649,ce248b21cb2adc36282ede306b7660e5,66,89251,jaragua do sul,SC,-26.47557925036057,-49.06997992754927
647,05d2173d43ea568aa0540eba70d2ca76,66,37135,alfenas,MG,-21.411842890595523,-45.94898747131179
645,cce6ab8d1682639fe45ab70234f1665f,66,81020,curitiba,SP,-25.47991017401471,-49.27694723189448
644,8e8a7ce9f2f970dc00e2acf6f6e199f6,66,24710,sao goncalo,RJ,-22.771772342430737,-42.981642154705455
653,57e632711dec9ec14ca7546769483e7e,65,88372,navegantes,SC,-26.8229877043698,-48.62363948489339
654,8ae520247981aa06bc94abddf5f46d34,65,88370,navegantes,SC,-26.870556864526023,-48.64250630517128
658,165fc07beebdcb6190fba8a06db2a449,64,87015,maringa,PR,-23.418061111109733,-51.88276693576771
378,715bbd5ba4e6b74cb0d2f29eb45058b0,64,13930,serra negra,SP,-22.584341999999943,-46.69130252506815
656,058fd0aa2bfdb2274e05e1ae971dabb6,64,9020,santo andre,SP,-23.65743787483404,-46.52234046627046
657,96493fab2fbb13a14d0c0e8772eef5c3,64,5537,sao paulo,SP,-23.58374909221269,-46.73269468942238
664,3078096983cf766a32a06257648502d1,64,13720,scao jose do rio pardo,SP,-20.768970801736305,-46.84168792355887
668,5b925e1d006e9476d738aa200751b73b,63,4567,sao paulo,SP,-23.609973614490137,-46.6827669425529
670,d57e18d5f73c7ccb7f7339b61166898d,63,3613,sao paulo,SP,-23.515382437096576,-46.53200721308575
669,e7d5b006eb624f13074497221eb37807,63,9291,santo andre,SP,-23.641390205653703,-46.51351310874625
667,05f51e13da97139648b8125c31e5f51b,63,31910,belo horizonte,MG,-19.81693683298715,-43.89247770574086
52,cc63f0dd2acba93ffed4fe9f8e0321fa,63,15025,sao jose do rio preto,SP,-20.793901781220352,-49.37676770056664
671,0bf0150d5b9d60d9cd2906003332f085,62,1547,sao paulo,SP,-23.58120762392521,-46.61841247836714
675,05ff92fedb5be47920fea08e501238b9,62,98803,santo angelo,RS,-28.272303,-54.25221051886989
674,8a130737016f838139d31878787a39c9,62,3187,sao paulo,SP,-23.55833851901435,-46.57756795007505
672,318f287a62ab7ac10b703ac37435a231,62,4773,sao paulo,SP,-23.67795880821169,-46.70629211518264
690,3bdff180c7e1f6551a643b99c265a120,61,4811,sao paulo,SP,-23.707785572854764,-46.69052572370018
676,d9bd94811c3338dceb4181f3dbc0c73e,61,4186,sao paulo,SP,-23.64040857227344,-46.58601528439411
678,fdb9095204a334cd8872252ffec6f2db,61,3331,sao paulo,SP,-23.545478675515763,-46.57843515528881
689,e067ad2c1c0b48758eb1b5228bcf7a68,61,11045,santos,SP,-23.942438853453755,-46.31163808887283
680,fffd5413c0700ac820c7069d66d98c89,61,13908,amparo,SP,-22.68555639399118,-46.781082535921314
681,729b2d09b2a0bdab221076327f13d050,61,17320,mineiros do tiete,SP,-22.404781835554992,-48.44355739132006
682,45d33f715e24d15a6ccf5c17b3a23e3c,61,18015,sorocaba,SP,-23.49313032361937,-47.42177023128064
688,17f51e7198701186712e53a39c564617,61,3908,sao paulo,SP,-23.58026212101101,-46.50401311809682
679,1b8356dabde1d35e17cef975c3f82730,61,3477,sao paulo,SP,-23.55320448542905,-46.50967273994455
693,062ce95fa2ad4dfaedfc79260130565f,60,95913,lajeado,RS,-29.438742225100444,-51.93132668025147
564,2a5b78b41cd05baeac8df54c6606b92c,60,35570,formiga,MG,-20.4342119386987,-45.41134920992144
692,d650b663c3b5f6fb392b6326366efa9a,60,6713,cotia,SP,-23.598911306507137,-46.84996254717532
691,fa1a9dec3a9940c072684a46728bf1fc,60,88820,icara,SC,-28.67451740699625,-49.2341635394468
694,903037660cf848a717166eb7a06d616e,60,5734,sao paulo,SP,-23.45712728242064,-46.71231182243935
698,c6bda72e4dbf5c5866b13cb1810c6d03,59,3087,sao paulo,SP,-23.52233489370416,-46.562340121299485
435,f214d28e8d8e3ef068748498ccc2f813,59,3872,sao paulo,SP,-23.5123069977783,-46.50033379961334
697,d9a84e1403de8da0c3aa531d6d108ba6,59,3562,sao paulo,SP,-23.543383714957603,-46.49300749056493
701,138dbe45fc62f1e244378131a6801526,58,2215,sao paulo,SP,-23.486974354982973,-46.58028336663972
700,dc317f341ab0e22f39acbd9dbf9b4a1f,58,94910,cachoeirinha,RS,-29.944040868454508,-51.09123013098941
699,376a891762bbdecbc02b4b6adec3fdda,58,74323,goiania,GO,-16.656875215348386,-49.31563222882031
703,c864036feaab8c1659f65ea4faebe1da,58,83605,campo largo,PR,-25.4444457950577,-49.543605434782464
704,e882b2a25a10b9c057cc49695f222c19,58,25963,teresopolis,RJ,-22.40547074575192,-42.97065768152413
348,0d85bbda9889ce1f7e63778d24f346eb,58,38414,uberlandia,MG,-18.89219459390486,-48.30249673382923
705,b17b679f4f5ce2e03ce6968c62648246,57,14090,ribeirao preto,SP,-21.13060996670219,-47.7752810029142
710,750303a20e9c56b2a6bc45cdce0b897d,57,74333,goiania,GO,-16.687097999999995,-49.29769862323271
711,432c37c9dfba871172ec162e20118b8c,57,70235,brasilia,DF,-15.81229423141458,-47.8922895
712,994f04b3718c2bab35c2adfa8afecd2a,57,13912,jaguariuna,SP,-22.677391233094685,-46.9744688716314
21,602044f2c16190c2c6e45eb35c2e21cb,57,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
717,eed78ac17f7f795a19a709745f00cd4e,56,18608,botucatu,SP,-22.84779311748564,-48.45082333461236
714,e24fc9fcd865784fb25705606fe3dfe7,56,12913,braganca paulista,SP,-22.956902679412728,-46.52180999376759
720,6c177e38df6d3f34182b1f1d427231bf,56,80430,curitiba,PR,-25.42346765251885,-49.27986997446476
719,56642bcb79900e777d68e91915cb4267,56,3701,sao paulo,SP,-23.50864276158465,-46.54892456359971
715,09f952a5f58d2285b0372551ae8f9b01,56,9725,sao bernardo do campo,SP,-23.69238886733221,-46.55231513035777
713,6df688df543f90e9b38f4319e75a9d88,56,31230,belo horizonte,MG,-19.78702085789716,-43.94758052547871
610,624f4ece8da4aafb77699233d480f8ef,55,5138,sao paulo,SP,-23.48184783319866,-46.729630209965926
733,0ef83d7d83ed97cd2a0049ac8be5f88a,55,80230,curitiba,PR,-25.436236848660656,-49.25819717277395
737,a5cba26a62b8b4d0145b68b841e62e7f,55,87303,campo mourao,PR,-24.0272896040587,-52.36700791444828
727,7202e2ba20579a9bd1acb29e61fe71f6,55,14401,franca,SP,-20.50828980381734,-47.3691840519552
724,a888faf2d1baececa6baf9c3d603ee1f,55,87502,umuarama,PR,-23.75081926836532,-53.19799088308772
735,83e197e95a1bbabc8c75e883ed016c47,55,25900,mage,RJ,-22.575836095331585,-43.029953914842686
726,2dee2ce60de9709b1a24083217181a1f,55,78552,sinop,MT,-11.819771999999992,-55.49644289081176
499,23d7c96d4a1160db1c726b248601b25a,55,13360,capivari,SP,-22.978623537776976,-47.39745745115124
721,002100f778ceb8431b7a1020ff7ab48f,55,14405,franca,SP,-20.50308874516733,-47.40013146039615
732,2a1348e9addc1af5aaa619b1a3679d6b,55,30494,belo horizonte,MG,-19.954851056062104,-43.95457947683072
748,4da0e408c99d2fdc2126dc9fce518060,54,86300,cornelio procopio,PR,-23.16099018933653,-50.62476976001941
738,b1a81260566c1bac3114a6d124413f27,54,99500,carazinho,RS,-28.27456103528211,-52.74136587605942
747,20d83f3ef0e6925fd74bfd59170babf7,54,2804,sao paulo,SP,-23.47875607675177,-46.69528157314321
741,2b3e4a2a3ea8e01938cabda2a3e5cc79,54,4733,sao paulo,SP,-23.632405094918127,-46.69186996887863
742,b18dc380845b24038cfc48006478f099,54,9951,diadema,SP,-23.68502593246275,-46.58297988952056
744,2a7dc43cecabf23403078e2188437d1d,54,4142,sao paulo,SP,-23.610744974464783,-46.618174409515866
746,f680f85bee2d253556ac91be391d2c82,54,6365,carapicuiba,SP,-23.519833609018267,-46.84246649948162
749,0691148aee60ca47977c187804f935ae,53,86010,londrina,PR,-23.30870251399403,-51.133055099907175
755,3bb548e3cb7f70f28e3f11ee9dce0e59,53,87040,maringa,PR,-23.40373733470028,-51.89716540620115
757,cd06602b43d8800bd0afad514919d35c,53,4119,sao paulo,SP,-23.59152058224444,-46.63170391775555
216,3504c0cb71d7fa48d967e0e4c94d59d9,53,9350,maua,SP,-23.66651400839517,-46.4357064708369
758,8b9d6eec4a7eb7d0f9d579ce0b38324d,53,26562,mesquita,RJ,-22.764926971239504,-43.41877293555747
753,6f892e20a171e98efe17fdb971ff319b,53,8270,sao paulo,SP,-23.551411871775624,-46.45271705759132
763,ea566164622c6b439516ab18062c42cd,52,5303,sao  paulo,SP,-23.52206827105579,-46.72413170719597
762,81f89e42267213cb94da7ddc301651da,52,19063,presidente prudente,SP,-22.106695511879064,-51.38902439965605
760,c9aafcd0621b2207c10e32c649cada4d,52,8011,sao paulo,SP,-23.491334496640217,-46.442193937646536
764,cb3dd9ce66268c7a3ca7241ac70ab58c,52,3028,sao paulo,SP,-23.524779519851062,-46.60767203274859
728,a6fe7de3d16f6149ffe280349a8535a0,52,14401,franca,SP,-20.50828980381734,-47.3691840519552
765,abcd2cb37d46c2c8fb1bf071c859fc5b,52,78020,cuiaba,MT,-15.596998600795088,-56.09771549999999
769,048c2757535328e0d7dac690ad3c0aae,51,14406,franca,SP,-20.49977793102451,-47.38484472366274
768,efcd8d2104f1a05d028af7bad20d974b,51,16012,aracatuba,SP,-21.202823000513828,-50.3948115
772,20cb7c2fde3e5bf10f0bbe7394e1c6a9,51,86385,andira-pr,PR,-23.099820921369577,-50.13572281922014
